"filename", "language", "YAML", "JSON", "Markdown", "TypeScript", "JavaScript", "JSON with Comments", "comment", "blank", "total"
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/dto/update-status-ordem-servico.dto.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 1, 1, 6
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/entities/item-os-responsavel.entity.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 6, 27
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/entities/item-os.entity.ts", "TypeScript", 0, 0, 0, 52, 0, 0, 1, 15, 68
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/entities/ordem-servico-anexo.entity.ts", "TypeScript", 0, 0, 0, 40, 0, 0, 1, 10, 51
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/entities/ordem-servico-historico.entity.ts", "TypeScript", 0, 0, 0, 31, 0, 0, 0, 8, 39
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/entities/ordem-servico-item.entity.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 1, 9, 42
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/entities/ordem-servico.entity.ts", "TypeScript", 0, 0, 0, 112, 0, 0, 1, 31, 144
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/entities/order-service-responsible-expense.entity.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 9, 41
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/entities/order-service-responsible.entity.ts", "TypeScript", 0, 0, 0, 44, 0, 0, 0, 12, 56
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/entities/proposta-item.entity.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 1, 9, 44
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/entities/proposta.entity.ts", "TypeScript", 0, 0, 0, 79, 0, 0, 1, 24, 104
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/itens-os.controller.ts", "TypeScript", 0, 0, 0, 48, 0, 0, 2, 6, 56
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/itens-os.service.ts", "TypeScript", 0, 0, 0, 137, 0, 0, 6, 20, 163
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/ordens-servico.controller.ts", "TypeScript", 0, 0, 0, 135, 0, 0, 0, 12, 147
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/ordens-servico.module.ts", "TypeScript", 0, 0, 0, 54, 0, 0, 0, 2, 56
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/ordens-servico.service.ts", "TypeScript", 0, 0, 0, 423, 0, 0, 34, 96, 553
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/order-service-responsible-expense.controller.ts", "TypeScript", 0, 0, 0, 64, 0, 0, 0, 6, 70
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/order-service-responsible-expense.module.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 1, 14
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/order-service-responsible-expense.service.ts", "TypeScript", 0, 0, 0, 86, 0, 0, 0, 14, 100
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/order-service-responsible.controller.ts", "TypeScript", 0, 0, 0, 60, 0, 0, 0, 6, 66
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/order-service-responsible.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 1, 15
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/ordens-servico/order-service-responsible.service.ts", "TypeScript", 0, 0, 0, 88, 0, 0, 0, 13, 101
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/produtos-servicos/dto/create-produto-servico.dto.ts", "TypeScript", 0, 0, 0, 80, 0, 0, 0, 20, 100
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/produtos-servicos/dto/update-produto-servico.dto.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 1, 6
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/produtos-servicos/entities/produto-servico.entity.ts", "TypeScript", 0, 0, 0, 94, 0, 0, 0, 29, 123
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/produtos-servicos/produtos-servicos.controller.ts", "TypeScript", 0, 0, 0, 92, 0, 0, 0, 6, 98
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/produtos-servicos/produtos-servicos.module.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 3, 3, 22
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/produtos-servicos/produtos-servicos.service.ts", "TypeScript", 0, 0, 0, 157, 0, 0, 0, 31, 188
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/propostas/propostas.controller.ts", "TypeScript", 0, 0, 0, 56, 0, 0, 1, 8, 65
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/propostas/propostas.module.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 1, 2, 18
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/propostas/propostas.service.ts", "TypeScript", 0, 0, 0, 180, 0, 0, 0, 34, 214
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/reports/reports.controller.ts", "TypeScript", 0, 0, 0, 90, 0, 0, 0, 9, 99
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/reports/reports.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 2, 13
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/reports/reports.service.ts", "TypeScript", 0, 0, 0, 51, 0, 0, 0, 10, 61
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/reports/templates/proposta-pdf.template.ts", "TypeScript", 0, 0, 0, 600, 0, 0, 0, 48, 648
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/transferencias/dto/create-transferencia.dto.ts", "TypeScript", 0, 0, 0, 47, 0, 0, 0, 5, 52
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/transferencias/entities/transferencia.entity.ts", "TypeScript", 0, 0, 0, 104, 0, 0, 0, 12, 116
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/transferencias/transferencias.controller.ts", "TypeScript", 0, 0, 0, 154, 0, 0, 0, 4, 158
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/transferencias/transferencias.module.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 1, 26
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/transferencias/transferencias.service.ts", "TypeScript", 0, 0, 0, 303, 0, 0, 0, 47, 350
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/users/user.entity.ts", "TypeScript", 0, 0, 0, 65, 0, 0, 0, 25, 90
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/users/users.module.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 2, 10
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/src/users/users.service.ts", "TypeScript", 0, 0, 0, 44, 0, 0, 0, 11, 55
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/test/app.e2e-spec.ts", "TypeScript", 0, 0, 0, 24, 0, 0, 0, 6, 30
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/test/jest-e2e.json", "JSON", 0, 9, 0, 0, 0, 0, 0, 1, 10
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/tsconfig.build.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 1, 5
"/home/tavarish/Documentos/work/nestjs-auth-starter/auth-api/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 25, 0, 1, 26
"Total", "-", 16, 10768, 68, 9934, 33, 25, 123, 1968, 22935
